"","X","userid","wave_id","agescreen","age","gender","education","adults","children","employment","income","footage","ssn_precip","ssn_tmp","drghtfreq","drghtsev","fldfreq","fldsev","avgtmp","tmpextrm","evntexp_wind","evntexp_drght","evntexp_rain","evntexp_cold","evntexp_snow","evntexp_ice","evntexp_flood","evntexp_torn","evntexp_fire","evntfreq_wind","evntfreq_rain","evntfreq_cold","evntfreq_snow","evntfreq_ice","evntfreq_torn","evntfreq_fire","evntfutfreq_wind","evntfutfreq_drght","evntfutfreq_rain","evntfutfreq_cold","evntfutfreq_snow","evntfutfreq_ice","evntfutfreq_flood","evntfutfreq_torn","evntfutfreq_fire","wtr_bill_totcost","wtr_bill_dk","wtr_use","wtr_short","mntain_lawn","wtr_qual","wtr_safe","wtr_comm","wtr_farm","wtr_steps_flush","wtr_steps_flow","wtr_steps_bath","wtr_steps_lawn","wtr_steps_car","wtr_steps_othr","wtr_steps_spec","enrgy_sourc_elec","enrgy_sourc_natgas","enrgy_sourc_prop","enrgy_sourc_wood","enrgy_sourc_othr","enrgy_sourc_othr_spec","elec_bill_totcost","elec_bill_dk","elec_use","elec_out","gas_bill_totcost","gas_bill_dk","gas_use","enrgy_steps_lghts","enrgy_steps_ac","enrgy_steps_heat","enrgy_steps_savappl","enrgy_steps_unplug","enrgy_steps_insul","enrgy_steps_savdoor","enrgy_steps_othr","enrgy_steps_othr_spec","party","party_spec","lean","ideol","cncrn_secur","cncrn_health","cncrn_enrgy","cncrn_trns","cncrn_tax","cncrn_edu","cncrn_econ","glbwrm_ok","time_outside","spent_outside","cmpr_time_outside","hlth_status","nghbrhd_deal","nghbrhd_close","nghbrhd_care","nghbrhd_not","nghbrhd_eyes","nghbrhd_help","wthr_info_paper","wthr_info_web","wthr_info_govweb","wthr_info_loctv","wthr_info_cabtv","wthr_info_radio","wthr_info_fam","wthr_info_soc","wthr_info_othr","wthr_info_othr_spec","dot_answr","click_bluedot","begin_datetime","end_datetime","is_statewide","hispanic","race","race_spec","evntexp_heat","evntexp_ethqk","evntfreq_heat","evntfreq_ethqk","evntfutfreq_heat","evntfutfreq_ethqk","wtr_steps_leaks","wtr_steps_ldry","enrgy_sourc_geo","enrgy_steps_bulbs","wthr_info_phone","mntain_flwr","mntain_veg","glbcc","glbcc_cert","glbcc_risk","is_payne","is_okcity","evntexp_hail","evntfreq_hail","evntfutfreq_hail","wtr_freq","cncrn_natres","confirm_zip","is_kiamichi","is_washita","is_canadian","consent","home_lot","ethqk_risk","ethqk_cause","ethqk_risk_mgmt","ethqk_risk_rand","ethqk_risk_fed_mgmt","glbwrm_risk_rand","glbwrm_risk_mgmt","glbwrm_risk_fed_mgmt","know_fire","purp_fire","purp_fire_exp","useful_val_fire","use_fire_rural","nofire_notrain","nofire_notnear","nofire_othr","nofire_othr_spec","urban_fire","fire_implmnt","okelec_foss","okelec_nuc","okelec_renew","solar_prop","heard_netmeter","net_met_info","ok_net_met","vote","vote_2016","vote_cand","vote_cand_spec","vote_cand_spt","f.gender","f.party","f.party.2","r.ind","f.ind","r.rep","f.rep","r.dem","f.dem","f.edu","f.race","r.race","f.race.2","r.white","f.white","r.AfricanAmer","f.AfricanAmer","r.age","f.age","f.age.2","r.ideology","f.ideology","f.glbwrm_ok"
"197",2935,"Ph-W201952","Wave 12 (Fall 2016)",1,68,0,7,2,NA,8,NA,3250,1,3,3,3,1,1,3,2,1,1,0,0,0,0,0,0,0,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,1,3,1,1,2,4,3,3,0,0,0,1,1,0,NA,1,1,0,0,0,NA,NA,1,2,0,NA,1,2,1,1,1,0,0,0,0,0,NA,3,NA,NA,4,10,8,6,6,6,10,9,2,2,2,3,5,4,1,4,1,4,1,"Less than once per week","About once a day","About once per week","Several times a day","Never","Never","About once per week","About once a day",NA,NA,NA,1,1481288045,1481288957,1,0,1,NA,0,1,1,3,2,3,1,0,0,1,"Never",1,1,1,5,7,0,0,0,1,2,5,8,73072,0,0,0,"Yes, I agree to participate in this study",2,8,2,8,"regulating",8,"regulating",7,7,1,1,"to get rid of certain trees that increase fire  damage or to stop an occurring fire from spreading",1,NA,NA,NA,NA,NA,0,1,"50","0","50",0,0,1,4,1,1,NA,NA,2,"Women","Ind","Ind",1,"Ind",0,"Non Rep",0,"Non Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",2,"Moderate",NA
"198",2948,"Ph-W201982","Wave 12 (Fall 2016)",1,71,0,6,1,0,8,15000,2700,1,3,3,3,1,1,3,3,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,2,3,3,1,1,1,1,1,2,3,60,0,3,0,1,3,9,4,2,0,0,0,1,0,0,NA,1,1,0,0,0,NA,75,0,1,0,65,0,2,1,1,1,0,1,0,0,0,NA,1,NA,NA,2,10,10,10,7,10,10,10,1,2,3,3,4,7,5,1,2,7,7,"About once a day","Never","Less than once per week",NA,"About once a day","Never","About once a day","Never",NA,NA,NA,1,1481646533,1482431691,1,0,1,NA,1,1,3,3,3,3,0,0,0,1,"Several times a day",1,1,1,8,10,0,0,0,2,2,5,10,73072,0,0,0,"Yes, I agree to participate in this study",2,10,2,10,"managing",10,"managing",10,10,1,1,"Sometimes to rid area of much dry material that would be hazardous to area in wildfire event. Sometimes to back burn an area to control a fire. ",1,NA,NA,NA,NA,NA,1,1,"25","0","75",0,0,1,4,1,1,1,NA,5,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",1,"Liberal","Yes"
"199",2961,"Ph-W202154","Wave 12 (Fall 2016)",1,57,1,6,1,0,4,60000,1500,1,2,3,2,1,1,2,2,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,25,0,2,0,1,1,1,2,2,0,0,1,0,0,0,NA,1,1,0,0,0,NA,NA,1,2,1,NA,1,2,1,0,1,0,0,0,0,0,NA,2,NA,NA,5,7,10,10,7,10,8,10,2,4,1,3,4,3,3,3,3,3,2,"About once a day","Several times a day","About once per week","Several times a day","Several times per week","About once a day","About once a day","Several times per week",NA,NA,NA,1,1483675225,1483676458,1,0,1,NA,0,1,2,3,2,3,0,1,0,0,"Several times a day",0,0,0,9,5,0,0,0,2,2,1,9,73077,0,0,0,"Yes, I agree to participate in this study",1,8,2,9,"regulating",8,"regulating",0,0,1,1,"Clear dead brush, under growth",1,NA,NA,NA,NA,NA,0,1,"75","0","25",0,1,2,3,1,1,NA,NA,5,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",2,"Moderate",NA
"200",2968,"Ph-W202189","Wave 12 (Fall 2016)",1,44,0,4,2,0,4,50000,2100,2,3,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,2,2,2,3,3,2,2,2,50,0,2,0,0,3,9,4,4,0,1,0,1,1,0,NA,1,0,1,1,0,NA,100,0,2,0,NA,NA,NA,1,1,1,0,1,0,1,0,NA,2,NA,NA,6,7,8,7,8,9,6,8,0,4,3,2,5,7,2,1,2,6,6,"Never","Several times per week","Less than once per week","About once a day","Less than once per week","About once a day","Several times per week","Several times per week",NA,NA,NA,1,1482617130,1482787663,1,0,1,NA,0,1,2,2,NA,2,0,0,0,1,"Several times per week",0,0,0,4,4,0,0,0,1,2,NA,6,73077,0,0,0,"Yes, I agree to participate in this study",3,3,1,2,"regulating",2,"managing",2,2,1,1,"To clean the pastures and rid pastures of cedars and burn fuels that promote wild fires. It's a good thing.",1,1,NA,NA,NA,NA,NA,NA,"25","0","75",0,0,1,4,1,1,0,NA,3,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Some College","White",2,"White",1,"White",0,"Non AfricanAmer",3,"41-50","(17.9,58.5]",3,"Conservative","No"
"201",2981,"Ph-W202213","Wave 12 (Fall 2016)",1,76,0,6,2,0,8,30000,2000,NA,3,2,1,2,2,2,2,1,1,0,0,0,0,0,0,0,3,2,2,2,2,2,2,3,3,1,2,2,2,1,2,3,75,0,1,0,0,3,8,3,2,0,0,0,1,0,0,NA,1,0,0,1,0,NA,10,0,1,0,NA,NA,NA,0,1,1,0,1,0,0,0,NA,1,NA,NA,4,5,7,7,7,3,9,9,2,2,1,3,4,2,2,2,1,2,3,"About once per week","About once a day","About once a day","Several times a day","Several times a day","About once per week","About once a day","Never",NA,NA,NA,1,1482292647,1482294619,1,0,1,NA,0,1,2,3,2,3,0,0,0,1,"Never",1,1,0,5,5,0,0,0,2,2,1,5,73077,0,0,0,"Yes, I agree to participate in this study",3,6,2,6,"regulating",4,"regulating",3,NA,1,1,"To cut the risk of a more destructive fire from happening.",1,0,0,0,0,"My husband is concerned that it could get out of control.",NA,NA,"80","0","20",0,1,1,2,1,1,0,NA,3,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",2,"Moderate",NA
"202",2994,"Ph-W202242","Wave 12 (Fall 2016)",1,42,0,6,2,3,1,86000,1400,1,3,2,NA,1,1,2,2,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,3,2,3,1,2,2,2,2,2,NA,156,0,2,0,1,3,8,1,1,0,0,0,1,0,0,NA,1,1,0,1,0,NA,207,0,1,0,60,0,1,1,1,1,0,0,0,0,0,NA,4,"Libertarian",NA,7,10,9,9,9,7,10,10,0,1,2,1,3,7,5,1,1,7,7,"Never","Never","Never","Several times a day","Less than once per week","Several times a day","About once a day","About once a day",NA,NA,NA,1,1481587679,1481588604,1,0,1,NA,0,1,2,3,2,3,0,0,0,1,"Several times per week",1,0,0,7,3,0,0,0,2,2,2,4,73078,0,0,0,"Yes, I agree to participate in this study",2,7,3,8,"regulating",0,"managing",0,0,1,1,"To burn away brush within a controlled area so as not to provide kindling for a future wild fire.",1,NA,NA,NA,NA,NA,NA,1,"50","25","25",0,0,1,4,1,1,2,NA,3,"Women","Other",NA,0,"Non Ind",0,"Non Rep",0,"Non Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",3,"41-50","(17.9,58.5]",3,"Conservative","No"
"203",3007,"Ph-W202264","Wave 12 (Fall 2016)",1,59,0,4,2,0,4,110000,3500,1,3,3,3,2,3,2,2,0,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,0,2,0,1,3,8,4,3,0,0,0,0,0,0,NA,1,0,0,0,0,NA,145,0,2,0,NA,NA,NA,1,1,1,0,1,0,0,0,NA,2,NA,NA,6,10,10,8,10,10,10,10,0,1,1,2,4,5,2,2,1,6,6,"About once per week","Never","Never","Several times a day","About once per week","Never","Several times per week","Never",NA,NA,NA,1,1483048818,1483309703,1,0,1,NA,1,1,3,3,2,2,0,0,0,1,"About once per week",0,0,0,4,2,0,0,0,2,2,1,8,73080,0,0,0,"Yes, I agree to participate in this study",3,5,3,2,"managing",2,"regulating",2,2,1,1,"To manage areas where undergrowth could cause a wildfire to rage out of control if one should occur. Possibly to help manage and preserve wildlife habitat. ",1,0,1,0,0,NA,NA,NA,"65","20","15",0,1,2,1,1,1,0,NA,3,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Some College","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(58.5,99.1]",3,"Conservative","No"
"204",3020,"Ph-W202323","Wave 12 (Fall 2016)",1,58,1,4,1,0,9,10000,1000,2,3,1,1,3,3,3,2,0,0,0,0,0,0,0,0,0,2,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,50,0,2,0,1,2,6,4,4,0,0,0,1,0,0,NA,1,1,0,0,0,NA,100,0,2,0,50,0,1,1,1,1,0,1,0,0,0,NA,1,NA,NA,2,3,10,8,8,7,10,8,1,2,3,2,3,7,6,1,1,7,7,"Never","Never","Never","Several times a day","About once per week","Less than once per week","About once per week","Never",NA,NA,NA,1,1481154046,1481155871,1,0,1,NA,0,0,2,2,3,3,1,0,0,1,"Never",1,0,1,8,9,0,0,0,2,3,3,10,73086,0,0,0,"Yes, I agree to participate in this study",2,9,2,10,"regulating",10,"managing",9,9,1,1,"To control how much fuel is on the ground for the fire.  ",1,NA,NA,NA,NA,NA,1,1,"23","1","76",0,1,2,4,1,1,1,NA,3,"Men","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Some College","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",1,"Liberal","Yes"
"205",3033,"Ph-W202438","Wave 12 (Fall 2016)",1,57,0,8,4,0,4,100000,2200,2,3,2,2,2,2,3,2,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,100,0,2,0,1,2,7,2,3,0,1,0,1,0,0,NA,1,1,0,0,0,NA,120,0,2,0,30,0,2,1,0,0,0,1,0,0,0,NA,1,NA,NA,2,2,9,4,2,1,10,7,2,1,2,2,3,3,4,2,1,4,4,"Never","About once a day","About once a day","Less than once per week","Less than once per week","Several times per week","Several times per week","Several times per week",NA,NA,1,0,1480990099,1480991416,1,0,1,NA,0,1,2,3,3,3,0,0,0,1,"About once a day",0,1,1,9,8,0,0,0,2,2,3,8,73096,0,0,0,"Yes, I agree to participate in this study",1,7,2,8,"regulating",6,"regulating",8,10,1,1,"To burn off dead vegetation in a controlled fashion, reducing the available fuel in case of a wildfire.",2,NA,NA,NA,NA,NA,2,1,"25","25","50",0,2,1,3,1,1,1,NA,4,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","PhD/JD/MD","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",1,"Liberal",NA
"206",3047,"Ph-W202449","Wave 12 (Fall 2016)",1,78,0,3,1,0,9,NA,1900,1,3,3,3,2,2,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,56.5,0,2,0,0,2,8,3,3,0,0,0,0,0,0,NA,1,1,0,0,0,NA,38,0,2,0,56,0,2,1,1,0,0,1,0,0,1,"I used smaller wattage light bulbs.  Instead of 60 I  used 40.",1,NA,NA,NA,10,10,9,9,9,10,10,2,0,NA,2,4,1,6,7,2,1,5,"Never","Never","Never","Several times a day","Never","Never","Never","Never",NA,NA,NA,1,1481150564,1481152580,1,0,1,NA,1,0,2,1,2,2,0,0,0,0,"Never",0,0,1,6,6,0,0,0,1,2,NA,9,73096,0,0,0,"Yes, I agree to participate in this study",1,5,3,6,"regulating",6,"regulating",NA,7,1,2,NA,2,NA,NA,NA,NA,NA,0,2,"76","0","24",0,0,3,3,1,0,NA,NA,NA,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Vocational/Technical","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",NA,NA,NA
"207",3060,"Ph-W202493","Wave 12 (Fall 2016)",1,84,1,4,2,NA,8,25000,2200,1,3,2,2,1,1,3,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,2,3,2,2,1,2,2,0,0,3,0,1,3,7,2,2,0,0,1,0,1,1,"used early tap water in clothes washer",1,0,1,0,0,NA,120,0,2,1,NA,NA,NA,1,1,1,0,1,0,0,0,NA,2,NA,NA,6,5,7,7,3,5,5,5,0,2,1,2,3,4,4,2,1,4,4,"Never","Several times a day","About once a day","About once a day","Never","Never","Never","Never","Never",NA,NA,1,1481291548,1481339228,1,0,1,NA,1,0,2,1,2,2,1,0,0,1,"Never",1,0,0,5,5,0,0,0,1,2,4,5,73096,0,0,0,"Yes, I agree to participate in this study",3,6,1,5,"regulating",5,"managing",5,5,1,1,"to reduce the amount of old refuse to help eliminate future intense wild fires. Also to help new green growth.",0,0,1,0,1,"tall grass should be cut,baled and hauled off",NA,NA,"76.5","0","23.5",0,1,1,1,1,1,0,NA,3,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Some College","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",3,"Conservative","No"
"208",3073,"Ph-W202696","Wave 12 (Fall 2016)",1,48,1,6,2,0,4,95000,1400,3,3,1,2,1,1,3,3,1,0,0,0,0,0,0,0,0,3,1,2,1,1,1,1,3,2,2,2,1,2,2,2,2,35,0,1,0,1,4,10,3,3,0,0,0,0,0,0,"No",1,1,0,1,0,NA,95,0,3,1,35,0,1,1,0,0,0,0,0,0,0,NA,3,NA,1,4,2,3,3,1,4,8,5,1,4,3,3,4,4,3,2,2,6,5,"Never","Several times per week","Never","About once a day","Several times per week","About once a day","About once a day","About once a day",NA,NA,3,0,1482782970,1482789224,1,0,1,NA,0,1,2,3,3,3,0,0,0,0,"About once a day",0,0,1,6,9,0,0,0,1,1,2,4,73099,0,0,0,"Yes, I agree to participate in this study",2,10,2,10,"managing",10,"regulating",10,10,1,1,"Burning existing brush away from structures & roads to prevent out of control fires in the future.",1,NA,NA,NA,NA,NA,0,1,"25","25","50",0,0,1,4,1,1,3,NA,3,"Men","Ind","Ind",1,"Ind",0,"Non Rep",0,"Non Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",3,"41-50","(17.9,58.5]",2,"Moderate","Yes"
"209",3086,"Ph-W202712","Wave 12 (Fall 2016)",1,45,0,7,2,1,5,102000,2200,1,3,2,1,1,1,2,3,1,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,70,0,2,0,1,3,7,2,2,0,1,1,1,1,0,NA,1,1,0,0,0,NA,90,0,2,1,40,0,2,1,0,0,0,0,0,0,0,NA,2,NA,NA,3,7,10,10,10,10,10,10,2,2,3,1,3,3,2,4,5,5,2,"Never","Never","Never","About once a day","Never","About once a day","About once a day","Never","Never",NA,3,0,1480984885,1480985661,1,0,1,NA,1,1,3,3,3,3,0,0,0,1,"Never",0,0,1,7,10,0,0,1,2,2,1,9,73078,0,0,0,"Yes, I agree to participate in this study",2,9,2,5,"managing",9,"managing",7,10,1,1,"Clear out excess dried vegetation for wildfire prevention",1,NA,NA,NA,NA,NA,0,1,"5","0","95",0,0,1,2,1,1,2,NA,5,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",3,"41-50","(17.9,58.5]",2,"Moderate",NA
"210",3099,"Ph-W202780","Wave 12 (Fall 2016)",1,57,1,4,2,0,4,65000,1400,1,3,3,2,2,1,3,2,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,70,0,2,1,1,3,8,3,3,0,0,0,0,0,0,NA,1,1,0,0,0,NA,80,0,2,0,60,0,2,0,0,0,0,0,0,0,0,NA,4,"Centrist",NA,4,8,10,9,9,8,10,7,1,1,3,2,3,7,7,1,1,7,7,"Never","Less than once per week","Less than once per week","Several times per week","Less than once per week","About once per week","Less than once per week","Less than once per week",NA,NA,1,0,1481521745,1481522612,1,0,1,NA,0,0,2,2,2,2,0,0,0,0,"Several times a day",0,0,1,9,7,0,0,0,1,2,1,10,73099,0,0,0,"Yes, I agree to participate in this study",2,5,2,10,"regulating",7,"regulating",6,9,1,1,"To mitigate the potential of wildfire.",1,NA,NA,NA,NA,NA,1,1,"25","0","75",0,1,2,2,1,1,2,NA,3,"Men","Other",NA,0,"Non Ind",0,"Non Rep",0,"Non Dem","Some College","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",2,"Moderate","Yes"
"211",3111,"Ph-W202825","Wave 12 (Fall 2016)",1,68,1,6,1,NA,4,50000,2300,1,3,2,1,1,1,2,2,0,1,0,0,0,0,0,0,0,2,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,31.43,0,2,1,1,4,9,2,2,0,0,0,1,1,0,NA,1,1,1,1,0,NA,73.7,0,2,0,24.14,0,2,1,1,1,0,1,0,0,0,NA,2,NA,NA,6,9,9,8,7,9,9,9,0,4,1,2,4,6,6,2,2,6,6,"Never","Less than once per week","Never","Several times a day","About once per week","Several times a day","Never","Never","Never",NA,NA,1,1482115051,1482117545,1,0,1,NA,0,0,2,3,2,2,0,0,0,1,"About once a day",1,0,0,6,4,0,0,0,1,2,4,9,73099,0,0,0,"Yes, I agree to participate in this study",2,6,2,9,"regulating",0,"regulating",2,1,1,1,"To reduce the unwanted vegetation and seeds from that vegetation from land that will be used in a different manner.",1,NA,NA,NA,NA,NA,1,1,"40","0","60",0,1,2,3,1,1,0,NA,4,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",3,"Conservative","No"
"212",3124,"Ph-W202826","Wave 12 (Fall 2016)",1,48,0,7,2,0,4,48000,2600,1,3,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,2,3,2,3,2,3,2,3,2,2,80.79,0,2,0,1,4,10,4,3,0,0,0,1,0,0,NA,1,1,0,0,0,NA,62.82,0,2,0,38.48,0,2,1,1,1,0,0,0,0,0,NA,2,NA,NA,5,7,9,3,3,3,9,8,0,1,3,2,4,6,5,1,2,7,7,"Never","Never","Never","Several times a day","Never","Never","Less than once per week","Never",NA,NA,NA,1,1481401761,1481403142,1,0,1,NA,0,1,2,3,2,2,0,0,0,1,"About once per week",1,0,0,5,4,0,0,0,1,2,4,7,73099,0,0,0,"Yes, I agree to participate in this study",2,5,2,9,"managing",1,"regulating",6,3,1,1,"To reduce the potential fuel available for wildfires, thereby reducing wildfire risk. Another purpose is to create fire breaks to contain potential wildfires.",1,NA,NA,NA,NA,NA,0,1,"35","15","50",0,1,2,3,1,1,0,NA,3,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",3,"41-50","(17.9,58.5]",2,"Moderate","No"
"213",3135,"Ph-W202839","Wave 12 (Fall 2016)",1,71,1,6,2,0,5,140000,2000,1,3,2,2,1,1,2,2,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,85,0,2,0,1,3,5,4,3,0,0,0,0,0,1,"None of the above",1,1,0,0,0,NA,120,0,2,0,60,0,2,1,0,0,0,0,0,0,0,NA,2,NA,NA,7,10,9,9,9,9,10,10,0,1,3,2,3,6,4,2,2,6,2,NA,NA,NA,"Several times per week","Several times per week","Several times a day","Never","Never",NA,NA,1,0,1481562115,1481563239,1,0,1,NA,0,1,2,2,1,2,0,0,0,0,"Never",1,0,0,10,0,0,0,0,1,1,4,9,73099,0,0,0,"Yes, I agree to participate in this study",2,5,3,7,"regulating",5,"regulating",0,0,1,1,"Prescribed or controlled burning is a technique sometimes used in forest management, farming, or prairie restoration. Fire is a natural part of both forest and grassland ecology and controlled fire can be a tool for foresters.",1,NA,NA,NA,NA,NA,0,1,"100","0","0",0,1,2,4,1,1,0,NA,5,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",3,"Conservative","No"
"214",3148,"Ph-W202843","Wave 12 (Fall 2016)",1,35,0,6,2,2,3,125000,2200,2,3,2,2,2,2,3,2,0,0,0,0,0,0,0,0,1,2,1,2,1,1,1,3,2,2,2,2,2,2,2,2,3,87,0,3,0,1,3,8,4,4,0,0,0,1,1,0,NA,1,1,0,0,0,NA,98,0,2,0,38,0,2,1,0,1,0,0,0,0,0,NA,2,NA,NA,6,10,10,10,10,10,10,10,2,1,3,2,5,3,2,6,3,2,1,"Never","Less than once per week","Never","About once a day","Several times per week","Several times per week","Several times per week","Never",NA,NA,3,0,1481049789,1481050544,1,0,3,NA,0,1,1,3,2,3,1,0,0,1,"Several times per week",1,0,1,6,5,0,0,0,1,2,4,9,73099,0,0,0,"Yes, I agree to participate in this study",2,8,2,8,"regulating",10,"regulating",8,10,1,1,"To burn off waste.",0,NA,NA,NA,NA,NA,0,2,"50","0","50",0,0,1,3,1,1,0,NA,3,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Bachelor's Degree","Amer India",3,"Other",0,"Non White",0,"Non AfricanAmer",2,"31-40","(17.9,58.5]",3,"Conservative",NA
"215",3161,"Ph-W202951","Wave 12 (Fall 2016)",1,52,1,7,2,0,4,102000,2138,1,3,2,2,1,1,2,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,116.43,0,2,1,1,4,10,2,2,0,0,0,0,0,0,NA,1,1,0,0,0,NA,74.36,0,2,0,42.17,0,2,1,0,0,0,0,0,0,0,NA,2,NA,NA,6,8,7,8,8,7,6,8,1,NA,NA,2,4,3,3,2,2,1,1,"About once per week","Several times per week","About once per week","Several times per week","Several times per week","About once a day","Several times a day","Never",NA,NA,NA,1,1480983791,1480986079,1,0,1,NA,0,1,1,3,3,3,0,0,0,0,"About once a day",1,0,1,9,9,0,0,0,1,3,5,8,73107,0,0,0,"Yes, I agree to participate in this study",1,9,2,9,"managing",9,"regulating",9,8,1,1,"I think purpose to burn off over growth of an area.  Then things tend to grow better and more green.",1,NA,NA,NA,NA,NA,1,1,"50","0","50",0,0,1,3,1,1,0,NA,5,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",3,"Conservative","Yes"
"216",3174,"Ph-W202974","Wave 12 (Fall 2016)",1,64,1,7,2,0,8,100000,3000,1,3,3,3,NA,1,3,3,0,1,0,0,0,0,0,0,0,2,1,2,1,1,2,2,2,3,1,2,1,1,1,2,2,100,0,2,1,1,2,7,2,2,0,0,0,1,0,0,NA,1,1,0,0,0,NA,125,0,2,1,50,0,2,1,0,0,0,0,0,0,0,NA,1,NA,NA,2,8,8,8,5,7,10,10,1,2,3,2,5,6,6,1,1,7,7,"Never","About once a day","Less than once per week","Several times per week","Never","Several times per week","About once a day","About once per week",NA,NA,1,0,1483193665,1483194751,1,0,1,NA,0,1,1,3,2,3,0,0,0,1,"Never",1,0,1,10,10,0,0,0,2,1,5,10,73107,0,0,0,"Yes, I agree to participate in this study",1,7,2,8,"regulating",8,"managing",10,10,1,1,"To burn a pile of waste wood/brush in a cleared area, or to burn a grassy field prior to reseeding.",0,NA,NA,NA,NA,NA,0,0,"20","20","60",0,1,2,4,1,1,1,NA,3,"Men","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",1,"Liberal","Yes"
