"title","year","length","budget","rating","votes","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"29 Palms",2002,93,NA,4.7,406,"R",0,0,1,1,0,0,0
"29th Street",1991,101,NA,6.9,436,NA,0,0,1,0,0,0,0
"2BPerfectlyHonest",2004,88,NA,7.3,17,"R",0,0,1,1,0,0,0
"2LDK",2002,70,NA,7.3,381,NA,0,0,0,0,0,0,0
"2by4",1998,90,NA,6.4,44,NA,0,0,0,1,0,0,0
"2wks, 1yr",2002,104,NA,9.4,5,NA,0,0,0,0,0,0,0
"3",1971,86,NA,6,14,NA,0,0,0,1,0,0,0
"3 A.M.",1976,72,NA,6.9,15,NA,0,0,0,0,0,0,0
"3 A.M.",2001,88,NA,5.9,243,NA,0,0,0,0,0,0,0
"3 AM",2003,22,32000,4.8,11,NA,0,0,0,0,0,0,1
"3 Bad Men",1926,122,NA,5.6,64,NA,0,0,0,0,0,0,0
"3 Chinesen mit dem Kontrabass",2000,88,NA,6.5,120,NA,0,0,1,0,0,0,0
"3 Days of Rain",2002,98,NA,5.8,20,NA,0,0,0,1,0,0,0
"3 Dumb Clucks",1937,17,NA,7.1,80,NA,0,0,1,0,0,0,1
"3 Feet Under: Digging Deep for the Geoduck",2003,63,NA,7,15,NA,0,0,0,0,1,0,0
"3 Godfathers",1948,106,NA,6.9,779,NA,0,0,0,1,0,0,0
"3 Little Ninjas and the Lost Treasure",1990,100,NA,2.2,51,NA,0,0,0,0,0,0,0
"3 Men and a Little Lady",1990,104,NA,4.5,3066,NA,0,0,1,0,0,0,0
"3 Minute Wonder",2000,3,NA,4.3,6,NA,0,0,0,0,0,0,1
"3 Misses",1998,11,NA,7.2,23,NA,0,1,1,0,0,0,1
"3 Ninjas",1992,98,NA,4,1392,NA,1,0,1,0,0,0,0
"3 Ninjas Kick Back",1994,93,NA,3.5,565,NA,1,0,1,0,0,0,0
"3 Ninjas Knuckle Up",1995,85,NA,2.9,324,"PG-13",1,0,1,0,0,0,0
"3 Ninjas: High Noon at Mega Mountain",1998,93,NA,2.2,744,"PG",1,0,1,0,0,0,0
"3 Nuts in Search of a Bolt",1964,78,NA,5.2,16,NA,0,0,1,0,0,0,0
"3 Ring Circus",1954,103,NA,5.6,99,NA,0,0,1,0,0,0,0
"3 Ring Wing-Ding",1968,6,NA,6.3,9,NA,0,1,1,0,0,0,1
"3 Strikes",2000,82,6000000,3.7,305,NA,0,0,1,0,0,0,0
"3 Tage 44",2000,21,NA,5,6,NA,0,0,0,0,0,0,1
"3 Weeks After Paradise",2002,51,NA,7,5,NA,0,0,0,0,0,0,0
"3 Women",1977,124,1500000,7.7,912,NA,0,0,0,1,0,0,0
"3 Worlds of Gulliver, The",1960,100,NA,6,215,NA,0,1,0,0,0,0,0
"3 dev adam",1973,81,NA,5.2,36,NA,1,0,0,0,0,0,0
"3 hommes et un couffin",1985,106,NA,6.6,537,NA,0,0,1,0,0,0,0
"3 noches",2001,105,NA,6.4,9,NA,0,0,0,0,0,0,0
"3-4x juugatsu",1990,96,NA,6.6,761,NA,1,0,1,0,0,0,0
"3-Way",2004,88,NA,4.6,177,"R",0,0,0,1,0,0,0
"30 Days",1999,87,NA,4.2,31,NA,0,0,1,0,0,1,0
"30 Foot Bride of Candy Rock, The",1959,75,NA,4.6,102,NA,0,0,1,0,0,0,0
"30 Frames a Second: The WTO in Seattle",2000,73,NA,5.4,7,NA,0,0,0,0,1,0,0
"30 Is a Dangerous Age, Cynthia",1968,85,NA,4.8,32,NA,0,0,1,0,0,1,0
"30 Winchester per El Diablo",1965,95,NA,3.4,7,NA,0,0,0,0,0,0,0
"30 Years of Fun",1963,85,NA,6.7,15,NA,0,0,1,0,0,0,0
"30 Years to Life",2001,110,NA,5.1,42,"R",0,0,1,1,0,1,0
"30 ans",2000,105,NA,5.8,14,NA,0,0,0,0,0,0,0
"30 panen a Pythagoras",1977,68,NA,2.5,8,NA,0,0,1,0,0,0,0
"30, Still Single: Contemplating Suicide",1998,91,NA,7.1,26,NA,0,0,1,0,0,0,0
"300 Spartans, The",1962,114,NA,6.4,548,NA,0,0,0,1,0,0,0
"3000 Miles to Graceland",2001,125,62000000,5.4,7298,"R",1,0,1,0,0,0,0
"301, 302",1995,100,NA,6.8,275,NA,0,0,0,0,0,0,0
"30:e november",1995,116,NA,3.9,193,NA,0,0,0,1,0,0,0
"31",2003,27,NA,2.8,5,NA,0,0,0,0,0,0,1
"317e section, La",1965,86,NA,8,73,NA,0,0,0,0,0,0,0
"322",1969,95,NA,6,9,NA,0,0,0,1,0,0,0
"34-y skoryy",1981,83,NA,7.3,8,NA,1,0,0,0,0,0,0
"35 Aside",1995,27,NA,6.6,40,NA,0,0,1,0,0,0,1
"35 Miles from Normal",1997,99,NA,6.6,21,NA,0,0,0,1,0,0,0
"36 Chowringhee Lane",1981,122,NA,7.7,41,NA,0,0,0,0,0,0,0
"36 Deadly Styles, The",1980,92,NA,5.1,13,NA,0,0,0,0,0,0,0
"36 Hours",1953,80,NA,5.7,8,NA,0,0,0,1,0,0,0
"36 Hours",1965,115,NA,7.3,373,NA,0,0,0,0,0,0,0
"36 fillette",1988,88,NA,6,232,NA,0,0,0,1,0,1,0
"36 ore all'inferno",1969,93,NA,3.7,7,NA,1,0,0,0,0,0,0
"365 Nights in Hollywood",1934,77,NA,5.8,17,NA,0,0,1,0,0,0,0
"36K",2000,83,NA,7.8,12,NA,0,0,0,0,0,0,0
"37 og et halvt",2005,101,NA,5.6,27,NA,0,0,1,1,0,0,0
"39 Pounds of Love",2005,70,NA,7.6,7,NA,0,0,0,0,1,0,0
"39 Steps, The",1935,86,NA,8,7931,NA,0,0,0,1,0,0,0
"39 Steps, The",1959,93,NA,6.6,223,NA,0,0,0,1,0,0,0
"3:10 to Yuma",1957,92,NA,7.7,526,NA,0,0,0,0,0,0,0
"3:15",1986,86,NA,4.5,94,NA,1,0,0,1,0,0,0
"3:am",2005,21,NA,8.8,9,NA,0,0,0,0,0,0,1
"3D",2000,24,NA,6,5,NA,0,0,0,0,0,0,1
"3azima",2003,5,NA,5,6,NA,0,0,0,1,0,0,1
"3groschenoper, Die",1931,112,NA,6.9,147,NA,0,0,0,0,0,0,0
"3rd Voice, The",1960,79,NA,7.3,20,NA,0,0,0,1,0,0,0
"4",2004,126,NA,6.3,30,NA,0,0,0,1,0,0,0
"4 Artists Paint 1 Tree: A Walt Disney 'Adventure in Art'",1964,16,NA,6.9,10,NA,0,0,0,0,1,0,1
"4 Clowns",1970,97,NA,7.9,35,NA,0,0,1,0,0,0,0
"4 Devils",1928,97,NA,8.7,9,NA,0,0,0,1,0,0,0
"4 Freunde und 4 Pfoten",2003,76,NA,5.1,11,NA,0,0,0,0,0,0,0
"4 Inyong shiktak",2003,123,NA,5.7,156,NA,0,0,0,1,0,0,0
"4 Little Girls",1997,102,NA,7.5,463,NA,0,0,0,0,1,0,0
"4 P.M.",2000,15,NA,5.5,21,NA,0,0,0,1,0,0,1
"4 Second Delay",1998,26,NA,6.1,12,NA,0,0,0,1,0,0,1
"4 a.m.: Open All Night",1999,15,NA,6,17,NA,0,0,0,0,0,0,1
"4 aventures de Reinette et Mirabelle",1987,99,NA,7.6,167,NA,0,0,1,1,0,0,0
"4 for Texas",1963,124,NA,5.3,399,NA,0,0,1,0,0,0,0
"4 maneras de tapar un hoyo",1995,8,NA,8.2,12,NA,0,1,0,0,0,0,1
"4 marmittoni alle grandi manovre",1974,90,NA,3.7,6,NA,0,0,1,0,0,0,0
"4 mosche di velluto grigio",1971,104,NA,6.3,251,NA,0,0,0,0,0,0,0
"4 saisons d'Espigoule, Les",1999,97,NA,6.5,65,NA,0,0,1,0,1,0,0
"4 x 4",1965,105,NA,5.6,8,NA,0,0,0,1,0,0,0
"40",2002,12,NA,5.7,12,NA,0,0,0,0,0,0,1
"40 Carats",1973,110,NA,6,104,NA,0,0,1,0,0,0,0
"40 Days and 40 Nights",2002,96,17000000,5.4,8609,"R",0,0,1,1,0,1,0
"40 Days of Musa Dagh",1982,143,NA,7.5,16,NA,0,0,0,1,0,0,0
"40 Guns to Apache Pass",1967,95,NA,5.8,60,NA,0,0,0,0,0,1,0
"40 Pounds of Trouble",1962,106,NA,6.3,126,NA,0,0,1,0,0,0,0
"40 Quadratmeter Deutschland",1986,80,NA,7.3,15,NA,0,0,0,1,0,0,0
"40 gradi all'ombra del lenzuolo",1976,100,NA,4.7,34,NA,0,0,1,0,0,0,0
"40 grados a la sombra",1967,90,NA,5.5,6,NA,0,0,1,0,0,0,0
"40,000 Horsemen",1941,100,NA,6.9,20,NA,0,0,0,0,0,0,0
"400 Million, The",1939,52,NA,5,10,NA,0,0,0,0,1,0,0
"405",2000,11,NA,6.9,250,NA,1,0,1,0,0,0,1
"420",2004,116,NA,8.3,6,NA,0,0,1,0,0,0,0
"42K",2000,90,NA,5.1,25,NA,1,0,1,0,0,0,0
"42nd Street",1933,89,439000,7.5,1247,NA,0,0,0,1,0,1,0
"42nd. Street Special, The",1933,6,NA,6.2,11,NA,0,0,0,0,1,0,1
"43: The Richard Petty Story",1974,83,NA,6.4,18,NA,0,0,0,1,0,0,0
"47 morto che parla",1950,95,NA,7.6,21,NA,0,0,1,0,0,0,0
"48 Hrs.",1982,96,NA,6.8,8742,NA,1,0,1,1,0,0,0
"48 Stunden bis Acapulco",1967,81,NA,4.3,5,NA,0,0,0,0,0,0,0
"491",1964,88,NA,6.2,38,NA,0,0,0,1,0,0,0
"49th Man, The",1953,73,NA,6.2,17,NA,0,0,0,1,0,0,0
"49th Parallel",1941,104,NA,7.7,395,NA,0,0,0,1,0,0,0
"4D Man",1959,85,NA,5.2,192,NA,1,0,0,0,0,1,0
"4th Floor, The",1999,90,NA,5.7,1088,"R",0,0,0,0,0,0,0
"4th Tenor, The",2002,97,NA,4.2,71,"PG-13",0,0,1,0,0,1,0
"5 Against the House",1955,84,NA,6.2,49,NA,0,0,0,1,0,0,0
"5 Branded Women",1960,118,NA,5.2,53,NA,0,0,0,1,0,0,0
"5 Card Stud",1968,105,NA,6.2,457,NA,0,0,0,0,0,0,0
"5 Card Stud",2002,96,NA,8.3,7,NA,0,0,0,0,0,1,0
"5 Dark Souls",1996,94,1500,7.3,11,NA,1,0,0,0,0,0,0
"5 Dead on the Crimson Canvas",1996,96,25000,2,24,NA,0,0,0,0,0,0,0
"5 Fingers",1952,108,NA,7.6,392,NA,0,0,0,1,0,0,0
"5 Millionen suchen einen Erben",1938,85,NA,6.5,22,NA,0,0,1,0,0,0,0
"5 Steps to Danger",1957,81,NA,5.6,24,NA,0,0,0,1,0,0,0
"5 bambole per la luna d'agosto",1970,90,NA,5.5,145,NA,0,0,0,0,0,0,0
"5 de chocolate y 1 de fresa",1968,85,NA,4.3,12,NA,0,0,1,0,0,0,0
"5 donne per l'assassino",1974,95,NA,3.7,7,NA,0,0,0,0,0,0,0
"5 i fedtefadet, De",1970,90,NA,5.4,21,NA,0,0,0,0,0,0,0
"5 og spionerne, De",1969,81,NA,4.6,18,NA,0,0,0,0,0,0,0
"5 tombe per un medium",1965,85,NA,4.8,34,NA,0,0,0,0,0,0,0
"5,000 Fingers of Dr. T., The",1953,89,1600000,6.7,699,NA,0,0,0,0,0,0,0
"50 First Dates",2004,99,75000000,6.8,13497,"PG-13",0,0,1,0,0,1,0
"50 Ways to Leave Your Lover",2004,95,NA,6.8,22,NA,0,0,1,0,0,1,0
"50,000 B.C. (Before Clothing)",1963,75,NA,3.4,15,NA,0,0,1,0,0,0,0
"50/50",1982,87,NA,4,7,NA,0,0,0,1,0,0,0
"500 Years Later",2005,106,NA,9.3,17,NA,0,0,0,0,1,0,0
"500!",2001,92,NA,6.4,14,NA,0,0,1,0,0,0,0
"50CC",2000,41,NA,5.9,7,NA,1,0,0,0,0,1,1
"51 Bar",1985,95,NA,8.7,5,NA,0,0,0,1,0,0,0
"51st State, The",2001,92,28000000,6.1,6752,"R",1,0,1,0,0,0,0
"52 Pick-Up",1986,110,NA,5.9,609,NA,1,0,0,0,0,0,0
"52nd Street",1937,80,NA,7,5,NA,0,0,0,1,0,0,0
"54",1998,100,13000000,5.4,6905,"R",0,0,0,1,0,0,0
"55 Days at Peking",1963,150,17000000,6.6,700,NA,0,0,0,1,0,0,0
"588 rue paradis",1993,130,NA,7.9,56,NA,0,0,0,0,0,0,0
"5th Ave Girl",1939,83,NA,6.6,112,NA,0,0,1,0,0,0,0
"5th World",2005,75,NA,5.2,11,NA,0,0,0,1,0,0,0
"5x2",2004,90,NA,6.6,691,"R",0,0,0,1,0,1,0
"6 Day Bike Rider",1934,69,NA,6.7,107,NA,0,0,1,0,0,0,0
"6 Miles of 8 Feet",1999,22,NA,7.9,8,NA,0,0,0,0,0,0,1
"6 Points",2004,85,NA,4.3,56,NA,0,0,0,1,0,0,0
"6 dni strusia",2001,100,NA,5.1,9,NA,0,0,0,0,0,0,0
"6.5 Special",1958,85,NA,4,6,NA,0,0,0,0,0,0,0
"6000 Enemies",1939,62,NA,6.5,11,NA,0,0,0,0,0,0,0
"633 Squadron",1964,103,NA,6.2,367,NA,0,0,0,1,0,0,0
"64,000,000 Years Ago",1981,11,NA,6.7,7,NA,0,1,0,0,0,0,1
"65, 66 och jag",1936,89,NA,5.3,21,NA,0,0,1,0,0,0,0
"66 scener fra Amerika",1982,43,NA,5.3,13,NA,0,0,0,0,1,0,1
"666 mo gui fu huo",1996,100,NA,5.3,54,NA,1,0,0,0,0,0,0
"681-0638",2001,90,NA,7.1,7,NA,0,0,1,1,0,0,0
"69",1968,5,NA,5.1,5,NA,0,0,0,0,0,0,1
"69 - Sixtynine",1969,98,NA,5.8,5,NA,0,0,0,1,0,0,0
"69 Park Avenue",1985,90,NA,6.1,5,NA,0,0,0,0,0,0,0
"6ix",1999,11,NA,5.5,30,NA,0,0,1,0,0,0,1
"6th Day, The",2000,123,82000000,5.9,12064,"PG-13",1,0,0,0,0,0,0
"7 Days In September",2002,94,NA,7.9,33,NA,0,0,0,0,1,0,0
"7 Faces of Dr. Lao",1964,100,NA,6.9,646,NA,0,0,0,0,0,0,0
"7 Lucky Ninja Kids",1989,90,NA,4.8,19,NA,1,0,1,0,0,0,0
"7 Star Grand Mantis",1983,85,NA,3.1,7,NA,1,0,1,0,0,0,0
"7 Wise Dwarfs",1941,4,NA,6,35,NA,0,1,0,0,0,0,1
"7 Women",1966,87,NA,6.2,225,NA,0,0,0,1,0,0,0
"7 Year Zig Zag",2003,90,NA,6,6,NA,0,0,0,1,0,0,0
"7 Zwerge",2004,95,NA,5,439,NA,0,0,1,0,0,0,0
"7 ans de mariage",2003,97,NA,6.3,148,NA,0,0,1,0,0,0,0
"7 fois... par jour",1971,98,NA,3.4,16,NA,0,0,1,0,0,0,0
"7 jin gong",1994,90,NA,5.4,67,NA,1,0,0,0,0,0,0
"7 pra-jan-barn",2002,110,NA,4.8,15,NA,1,0,1,0,0,0,0
"7, Hyden Park: la casa maledetta",1985,96,NA,4.7,16,NA,0,0,0,1,0,0,0
"71 Fragmente einer Chronologie des Zufalls",1994,95,NA,6.6,176,NA,0,0,0,1,0,0,0
"711 Ocean Drive",1950,102,NA,7,48,NA,0,0,0,1,0,0,0
"72 Desperate Rebels",1972,93,NA,3.3,8,NA,1,0,0,1,0,0,0
"72 Faced Liar",2003,15,NA,7,6,NA,0,0,0,0,0,0,1
"72 metra",2004,100,1600000,6,147,NA,1,0,0,1,0,0,0
"7337",2000,17,NA,3.9,28,NA,0,0,0,0,0,0,1
"76-89-03",2000,85,NA,6.6,75,NA,0,0,1,0,0,0,0
"78 Tours",1985,4,NA,7.9,10,NA,0,1,0,0,0,0,1
"79 primaveras",1969,25,NA,6.2,5,NA,0,0,0,0,1,0,1
"7th Cavalry",1956,75,NA,6.3,84,NA,0,0,0,0,0,0,0
"7th Dawn, The",1964,123,NA,5.3,64,NA,0,0,0,1,0,0,0
"7th Street",2003,72,NA,7,42,NA,0,0,0,0,1,0,0
"7th Voyage of Sinbad, The",1958,88,650000,6.9,1224,NA,1,0,0,0,0,0,0
"8 Ball Bunny",1950,7,NA,7.4,90,NA,0,1,1,0,0,0,1
"8 Heads in a Duffel Bag",1997,94,NA,4.8,2076,"R",0,0,1,0,0,0,0
"8 Mile",2002,110,41000000,6.8,17900,"R",0,0,0,1,0,0,0
"8 Million Ways to Die",1986,115,NA,4.9,642,NA,1,0,0,0,0,0,0
"8 Seconds",1994,105,NA,5.9,747,NA,0,0,0,1,0,0,0
"8 femmes",2002,111,NA,7.1,5503,"R",0,0,1,0,0,0,0
"8 to 4",1981,77,NA,5.8,32,NA,0,0,1,0,0,0,0
"8-A",1993,84,NA,6.9,14,NA,0,0,0,0,0,0,0
"80 Steps to Jonah",1969,107,NA,5.1,57,NA,0,0,0,1,0,0,0
"80's Ending",2003,9,10000,8.3,15,NA,0,0,1,0,0,0,1
"80,000 Suspects",1963,113,NA,5.5,35,NA,0,0,0,1,0,0,0
"800 Fantasy Lane",1979,82,NA,5.1,30,NA,0,0,0,0,0,0,0
"800 Two Lap Runners",1994,110,NA,4.7,13,NA,0,0,0,0,0,0,0
"800 balas",2002,124,NA,6.5,404,"R",0,0,1,0,0,0,0
"84 Charing Cross Road",1987,100,NA,7.3,1172,NA,0,0,0,1,0,1,0
"84C MoPic",1989,95,NA,6.9,284,NA,0,0,0,0,0,0,0
"88 Antop Hill",2003,119,NA,4.1,8,NA,0,0,0,0,0,0,0
"89 mm od Europy",1994,12,NA,7.8,12,NA,0,0,0,0,1,0,1
"8MM",1999,123,40000000,5.9,18541,"R",0,0,0,0,0,0,0
"8cht",1997,7,NA,3.7,11,NA,0,0,0,0,0,0,1
"9 Mornings",2002,100,NA,6.2,9,NA,0,0,0,0,0,1,0
"9 Songs",2004,71,NA,5.2,464,NA,0,0,0,1,0,1,0
"9 Souls",2003,120,NA,7.5,100,NA,0,0,0,1,0,0,0
"9 dney odnogo goda",1961,120,NA,7.8,39,NA,0,0,0,1,0,0,0
"9/30/55",1977,101,NA,6.7,56,NA,0,0,0,1,0,0,0
"9/64: O Tannenbaum",1964,3,NA,8.2,6,NA,0,0,0,0,0,0,1
"90",2005,14,4000,9.1,10,NA,0,0,0,0,0,0,1
"90 Day Wondering",1956,6,NA,7.1,13,NA,0,1,0,0,0,0,1
"90 Days",1985,100,NA,5.8,17,NA,0,0,0,0,0,0,0
"90 Miles",2001,75,NA,7.4,5,NA,0,0,0,0,1,0,0
"900 Women",2001,72,NA,5.1,8,NA,0,0,0,0,1,0,0
"901: After 45 Years of Working",1990,29,NA,7.1,8,NA,0,0,0,0,1,0,1
"91:an Karlsson muckar (tror han)",1959,90,NA,4.5,6,NA,0,0,1,0,0,0,0
"91:an Karlssons bravader",1951,88,NA,3.6,7,NA,0,0,1,0,0,0,0
"91:an och generalernas fnatt",1977,101,NA,2.3,14,NA,0,0,1,0,0,0,0
"92 hak mooi gwai dui hak mooi gwai",1992,100,NA,5.9,32,NA,1,0,1,0,0,1,0
"92 in the Shade",1975,93,NA,5.9,56,NA,0,0,1,1,0,0,0
"9413",1998,90,NA,6.3,12,NA,1,0,0,0,0,0,0
"964 Pinocchio",1991,93,NA,5.7,82,NA,0,0,0,0,0,0,0
"97 ga yau choi si",1997,90,NA,4.7,59,NA,0,0,1,0,0,0,0
"976-EVIL",1989,100,NA,3.6,495,NA,0,0,0,0,0,0,0
"976-EVIL 2: The Astral Factor",1991,93,NA,2.9,162,NA,0,0,0,0,0,0,0
"976-WISH",1997,42,NA,1.8,17,NA,0,0,1,0,0,1,1
"99 Euro Films",2002,79,NA,6.1,53,NA,0,0,0,1,0,0,0
"99 River Street",1953,83,NA,7,102,NA,0,0,0,1,0,0,0
"99 Threadwaxing",1998,13,NA,4,7,NA,0,0,0,1,0,0,1
"99 mujeres",1969,108,NA,5.6,62,NA,1,0,0,1,0,0,0
"99.9",1997,106,NA,6.3,78,NA,0,0,0,0,0,0,0
"999 Aliza Mizrahi",1967,104,NA,7.1,12,NA,0,0,1,1,0,0,0
"999-9999",2002,103,NA,5.8,42,NA,0,0,0,0,0,0,0
"9:30",2004,13,12000,7.1,11,NA,0,0,0,0,0,0,1
"9mm of Love",2000,10,NA,6.7,27,NA,0,0,1,0,0,1,1
"A",1998,136,NA,5.1,18,NA,0,0,0,0,1,0,0
"A",2002,60,NA,2.3,11,NA,0,0,0,0,1,0,0
"A & P",1996,17,NA,5.6,26,NA,0,0,0,1,0,0,1
"A + (Amas)",2004,104,NA,5.2,17,NA,0,0,1,0,0,0,0
"A 008, operazione Sterminio",1965,84,NA,6.1,7,NA,1,0,0,0,0,0,0
"A 11-a porunca",1991,144,NA,6.2,11,NA,0,0,0,1,0,0,0
"A Banna",1980,90,NA,7,5,NA,0,0,0,0,0,0,0
"A Fei jing juen",1991,94,NA,7.5,986,NA,0,0,0,1,0,0,0
"A Hunting We Will Go",1932,8,NA,6.3,20,NA,0,1,1,0,0,0,1
"A Is for Atom",1953,14,NA,6.1,6,NA,0,0,0,1,0,0,1
"A byl li Karotin",1989,161,NA,3.9,6,NA,0,0,1,0,0,0,0
"A cavallo della tigre",1961,104,NA,5.9,21,NA,0,0,1,0,0,0,0
"A cavallo della tigre",2002,98,NA,5.3,17,NA,0,0,1,0,0,0,0
"A ciascuno il suo",1967,99,NA,6.4,52,NA,0,0,0,1,0,0,0
"A ciegas",1997,92,NA,4.7,49,NA,0,0,0,0,0,0,0
"A doppia faccia",1969,88,NA,4.9,43,NA,0,0,0,0,0,0,0
"A esli eto lyubov?",1961,102,NA,7.3,8,NA,0,0,0,1,0,0,0
"A futura memoria: Pier Paolo Pasolini",1986,115,NA,6.6,7,NA,0,0,0,0,1,0,0
"A galope tendido",2000,87,NA,5.6,10,NA,0,0,1,0,0,0,0
"A la medianoche y media",1999,90,NA,5.9,34,NA,0,0,0,1,0,0,0
"A los cirujanos se les va la mano",1980,90,NA,5.3,14,NA,0,0,1,0,0,0,0
"A los que aman",1998,98,NA,7.3,93,NA,0,0,0,1,0,1,0
"A mezzanotte va la ronda del piacere",1975,100,NA,5.6,27,NA,0,0,1,1,0,0,0
"A mi madre le gustan las mujeres",2002,96,NA,6.3,296,NA,0,0,1,0,0,0,0
"A ruota libera",2000,89,NA,3.6,25,NA,0,0,1,0,0,0,0
"A sega nakade?",1988,93,NA,7.4,14,NA,0,0,0,1,0,0,0
"A spasso nel tempo",1996,94,NA,3.5,49,NA,0,0,1,0,0,0,0
"A spasso nel tempo: l'avventura continua",1997,95,NA,2.7,26,NA,0,0,1,0,0,0,0
"A tiro limpio",1963,86,NA,5.8,8,NA,0,0,0,0,0,0,0
"A tiro limpio",1996,87,NA,6.7,16,NA,0,0,0,0,0,0,0
"A tu per tu",1984,102,NA,4.5,18,NA,0,0,1,0,0,0,0
"A un dios desconocido",1977,104,NA,6.7,15,NA,0,0,0,1,0,0,0
"A zori zdes tikhie",1972,188,NA,8.6,137,NA,1,0,0,0,0,0,0
"A+ Pollux",2002,90,NA,6.3,53,NA,0,0,0,0,0,1,0
"A, B, C... Manhattan",1997,90,NA,6.3,36,NA,0,0,0,1,0,0,0
"A-Ducking They Did Go",1939,17,NA,8,89,NA,0,0,1,0,0,0,1
"A-Haunting We Will Go",1942,68,NA,5.6,81,NA,0,0,1,0,0,0,0
"A-Haunting We Will Go",1966,6,NA,6,29,NA,0,1,1,0,0,0,1
"A-Lad-In Bagdad",1938,8,NA,5.6,11,NA,0,1,1,0,0,0,1
"A-Lad-in His Lamp",1948,7,NA,7.9,52,NA,0,1,1,0,0,0,1
"A-Tom-inable Snowman, The",1966,6,NA,5,26,NA,0,1,1,0,0,0,1
"A-ge-man",1990,114,NA,6.3,22,NA,0,0,0,0,0,0,0
"A.B. normal college (Todo na 'yan, kulang pa 'yun)",2003,115,NA,3.8,6,NA,0,0,1,0,0,0,0
"A.D.3 operazione squalo bianco",1966,82,NA,1.2,5,NA,1,0,0,0,0,0,0
"A.D.A.M.",1988,98,NA,5.9,27,NA,0,0,1,0,0,0,0
"A.K.",1985,71,NA,7.7,60,NA,0,0,0,0,1,0,0
"A.K.A. Birdseye",2002,90,NA,5.5,27,NA,0,0,1,0,0,0,0
"A.K.A. Don Bonus",1995,65,NA,8.2,9,NA,0,0,0,0,1,0,0
"A.N.I. 1240",2003,13,8000,5.9,9,NA,0,0,0,0,0,0,1
"A.P.E.X.",1994,98,NA,4.3,207,NA,0,0,0,0,0,0,0
"A.S.S.",1988,80,NA,6.1,9,NA,0,0,0,0,0,0,0
"A.W.O.L.",1918,5,NA,5.3,23,NA,0,1,1,0,0,0,1
"A.k.a. Cassius Clay",1970,85,NA,5.7,43,"PG",0,0,0,0,1,0,0
"A/R andata+ritorno",2004,86,NA,6,79,NA,0,0,1,0,0,0,0
"A2",2001,131,NA,8.8,5,NA,0,0,0,0,0,0,0
"ABBA: The Movie",1977,96,NA,6.1,613,NA,0,0,0,0,1,0,0
"ABC Africa",2001,83,NA,6.5,90,NA,0,0,0,0,1,0,0
"ABC of Love and Sex: Australia Style, The",1978,85,NA,3.7,5,NA,0,0,1,0,1,0,0
"ABC's of Happiness, The",2001,5,NA,3.3,17,NA,0,1,0,0,0,0,1
"ABC's of Sex Education for Trainable Persons, The",1975,20,NA,6.6,37,NA,0,0,0,0,1,0,1
"ABCD",1999,105,200000,5.4,88,NA,0,0,0,1,0,0,0
"AC/DC: Let There Be Rock",1980,95,NA,8.5,159,NA,0,0,0,0,0,0,0
"AFI's 100 Years... 100 Movies: The Antiheroes",1998,60,NA,4,19,NA,0,0,0,0,1,0,0
"AKA",2002,123,NA,6,335,"R",0,0,0,1,0,0,0
"AVP: Alien Vs. Predator",2004,102,45000000,5.4,14651,"PG-13",1,0,0,0,0,0,0
"Aa Ab Laut Chalen",1999,178,NA,5.5,73,NA,0,0,0,1,0,1,0
"Aa Gale Lag Jaa",1973,148,NA,8.1,10,NA,0,0,0,0,0,1,0
"Aa Okkati Adakku",1993,155,NA,8.4,5,NA,0,0,1,0,0,0,0
"Aab, baad, khaak",1989,75,NA,5.4,22,NA,0,0,0,0,0,0,0
"Aadmi",1968,175,NA,8.2,15,NA,0,0,0,0,0,1,0
"Aag",1948,138,NA,6.5,31,NA,0,0,0,0,0,1,0
"Aah",1953,150,NA,6.7,25,NA,0,0,0,1,0,1,0
"Aakhree Raasta",1986,164,NA,8.2,46,NA,1,0,0,0,0,0,0
"Aakrosh",1980,144,NA,7.9,31,NA,0,0,0,0,0,0,0
"Aaltra",2004,92,NA,6.8,219,NA,0,0,1,0,0,0,0
"Aamdani Atthanni Kharcha Rupaiya",2001,150,NA,5.2,12,NA,0,0,1,0,0,0,0
"Aan",1952,101,NA,7.1,13,NA,0,0,0,0,0,1,0
"Aan: Men at Work",2004,149,NA,4.8,20,NA,1,0,0,1,0,0,0
"Aandhi",1975,133,NA,7,35,NA,0,0,0,1,0,0,0
"Aankhen",1993,170,NA,5.4,22,NA,0,0,1,0,0,0,0
"Aankhen",2002,165,NA,6.8,134,NA,0,0,1,1,0,0,0
"Aanslag, De",1986,144,NA,7.3,532,NA,0,0,0,1,0,0,0
"Aanspreker, De",1999,26,NA,6.2,5,NA,0,0,0,1,0,0,1
"Aap Ki Kasam",1974,153,NA,6.6,20,NA,0,0,0,1,0,1,0
"Aapathbandavudu",1992,173,NA,9.2,5,NA,0,0,0,1,0,0,0
"Aapo",1994,55,NA,5,26,NA,0,0,0,1,0,0,0
"Aar Paar",1954,146,NA,7.2,31,NA,0,0,0,0,0,1,0
"Aardwolf, De",1984,74,NA,2.2,5,NA,0,0,0,1,0,0,0
"Aaron Cohen's Debt",1999,96,NA,5.6,16,NA,0,0,0,1,0,0,0
"Aaron Loves Angela",1975,99,NA,5.7,23,NA,0,0,0,1,0,1,0
